index,trajectory,theta,s,phi_L,phi_R,d_lookup_m,branch_exclusion,physical_dL,physical_dR,physical_d_min,physical_task_error,physical_joint_margin,physical_collision,valid_start
74,traj_0074,-0.6931807363925325,-0.04297831165618515,-0.03999999910593033,0.0,0.005090929785698301,1,0.0050905457723868,0.0365242967780341,0.0050905457723868,1.34973321079951e-05,0.1310100972578626,0,True
75,traj_0075,-0.12523840728062674,-0.08752982417023854,0.0,0.0,0.008178359292187291,0,0.0082445056941828,0.0379141964581416,0.0082445056941828,1.15266040734525e-05,0.4461457994775954,0,True
76,traj_0076,0.027026915086411973,-0.13873683607808962,0.0,0.0,0.008256571087638404,0,0.008256015793155,0.0291107547421564,0.008256015793155,1.2549663313130318e-05,0.464284009566525,0,True
77,traj_0077,0.5858422343890008,-0.032277598176658484,0.0,0.04500000178813934,0.006356224702543925,0,0.008998950617435,0.0063556293393311,0.0063556293393311,1.7232641542387462e-05,0.4462430714564682,0,True
78,traj_0078,-0.18400949461028537,-0.062019167977221026,-0.017714814169278677,0.0,0.005870621230392484,0,0.0059127409866959,0.0371921356503635,0.0059127409866959,1.687894050734201e-05,0.4117255840786502,0,True
79,traj_0079,0.06468854921275147,-0.15820935037804382,0.0,0.0,0.008223154607894984,0,0.0082228977214175,0.02865501665546,0.0082228977214175,1.0391212039110395e-05,0.4500144180979541,0,True
80,traj_0080,0.02596962533877667,-0.014937925624877946,0.0,0.0,0.008952928132995,0,0.0089672369917683,0.0111810366717212,0.0089672369917683,1.2728792725449288e-05,0.4539691892685439,0,True
81,traj_0081,-0.6991990435444464,-0.09234093850102716,-0.029999999329447743,0.0,0.005381056973776113,0,0.0053802230715063,0.037409200777313,0.0053802230715063,7.2154934002496125e-06,0.1699336447039284,0,True
82,traj_0082,-0.8482581330456246,-0.11509411709384024,-0.02500000037252903,0.0,0.0056708444769602035,0,0.0056877846496541,0.0382483775568792,0.0056877846496541,1.844027944207064e-05,0.1589183522999828,0,True
83,traj_0083,-0.8419882551722753,-0.03946943795365483,-0.04500000178813934,0.0,0.006285191405540987,0,0.0062886261219022,0.0371231844732748,0.0062886261219022,1.2008184341359606e-05,0.0614294775573537,0,True
84,traj_0084,0.7530094275314398,-0.04333692815960849,0.0,0.03500000014901162,0.005885233719705102,1,0.0089092251482422,0.0058987662735369,0.0058987662735369,9.770234009444275e-06,0.4460928091741134,0,True
85,traj_0085,-0.5629216720801786,-0.049504854968291934,-0.04073972421174391,0.0,0.005310776496181983,0,0.005310284586901,0.0364052335678608,0.005310284586901,1.3106299160920208e-05,0.197671088065817,0,True
