t,theta,s,L1,L2,L3,L4,L5,L6,L7,R1,R2,R3,R4,R5,R6,R7,dmin
0.6,-0.115348788,-0.0350724265,1.53256798,1.64933614,-1.49419066,1.79607283,0.250117142,-0.0795324127,-0.0172059828,-1.50518435,1.6332423,1.25795025,1.63956102,0.0259917393,0.0737817362,-0.61226243,0.00900731655
0.605,-0.103000081,-0.0338889047,1.53809587,1.64933614,-1.49079153,1.79611509,0.239328968,-0.0750643374,-0.00783429972,-1.5077051,1.62792732,1.25629258,1.6477593,0.019155165,0.0657087573,-0.610517438,0.00900442023
0.61,-0.0911155624,-0.0327371514,1.54340859,1.64933614,-1.48744596,1.79616124,0.22899906,-0.0706515648,0.0011510789,-1.50906508,1.61958703,1.25114152,1.65568603,0.0154186754,0.0579675815,-0.612663372,0.00900163747
0.615,-0.0797094256,-0.0316175009,1.54850776,1.64933614,-1.48416605,1.79622032,0.219135816,-0.066314915,0.00974180388,-1.51243447,1.61782683,1.25312892,1.66334092,0.00630657822,0.0504044947,-0.607082367,0.00899896739
0.62,-0.0687953494,-0.0305302642,1.55339531,1.64933614,-1.48096345,1.79630112,0.209746687,-0.0620748108,0.0179306154,-1.51465378,1.61305723,1.25162576,1.67071521,0.000301743744,0.0431929915,-0.605410465,0.00899640895
0.625,-0.0583864802,-0.0294757291,1.55807346,1.64933614,-1.47784997,1.79641212,0.200838857,-0.057951012,0.0257104326,-1.51672827,1.60832015,1.24999643,1.67780556,-0.00527284976,0.0362871112,-0.603981651,0.00899396094
0.63,-0.0484954168,-0.02845416,1.56254461,1.64933614,-1.47483668,1.79656152,0.192418473,-0.0539627796,0.03307539,-1.51861802,1.60348738,1.24810007,1.68460934,-0.010293329,0.0296903272,-0.602964888,0.00899162205
0.635,-0.0391341949,-0.0274657975,1.56681136,1.64933614,-1.47193452,1.79675717,0.184491318,-0.0501286276,0.0400199325,-1.52053408,1.5991847,1.24660866,1.69112193,-0.0153047872,0.0234183654,-0.601623634,0.00898939085
0.64,-0.030314273,-0.0265108585,1.56997304,1.64082863,-1.46111758,1.79700867,0.170084204,-0.0481621693,0.0562182306,-1.52242029,1.59523386,1.24531931,1.69733926,-0.0201402335,0.0174809085,-0.600190125,0.00898773803
0.645,-0.0220465184,-0.0255895362,1.57428766,1.64507252,-1.46247892,1.79731913,0.166658943,-0.0438181544,0.0574837931,-1.52438337,1.59193084,1.24454922,1.70326148,-0.0250548575,0.0118959986,-0.598315924,0.00898548323
0.65,-0.0143411942,-0.0247019998,1.57839955,1.64920143,-1.46386884,1.79769743,0.163607942,-0.0397506265,0.0584393459,-1.52627323,1.58882987,1.24380532,1.70888207,-0.0296438739,0.00666324714,-0.596560625,0.0089833352
0.655,-0.00720794656,-0.0238483947,1.5818895,1.64933614,-1.46163838,1.79814804,0.157809616,-0.0366765373,0.0635048474,-1.5279761,1.58558517,1.24271625,1.71419929,-0.0335922082,0.00177399703,-0.595356977,0.00898151272
0.66,-0.000655793264,-0.0230288421,1.58517588,1.64933614,-1.45943849,1.79868115,0.152415496,-0.033863033,0.0682843781,-1.52962548,1.5825827,1.24169237,1.71921099,-0.0372352097,-0.00275345837,-0.594250154,0.00897979712
0.665,0.00530688776,-0.0222434395,1.58827451,1.64933614,-1.4574049,1.79930047,0.147538396,-0.0312974067,0.0726210044,-1.53122597,1.57982754,1.240735,1.72391501,-0.0405704077,-0.00691290509,-0.593246522,0.00897818005
0.67,0.0106723686,-0.0214922601,1.59118794,1.64933614,-1.45554462,1.80001139,0.143180687,-0.0289920101,0.0765124732,-1.53248511,1.57646211,1.2389324,1.72830901,-0.0428275195,-0.0107435935,-0.593397759,0.00897666012
0.675,0.0154335813,-0.0207753533,1.59391862,1.64933614,-1.45386443,1.80081891,0.139344771,-0.0269580787,0.0799562667,-1.53382199,1.57370186,1.23756889,1.73239199,-0.0450830739,-0.0141813359,-0.593243271,0.00897523597
0.68,0.0195841262,-0.0200927446,1.59646871,1.64933614,-1.45236989,1.80172764,0.13603228,-0.0252058768,0.0829507409,-1.53509946,1.57114026,1.23621421,1.73616282,-0.0469691633,-0.0172415212,-0.593281286,0.00897390638
0.685,0.0231182811,-0.0194444355,1.59884028,1.64933614,-1.45106657,1.80274182,0.133245131,-0.023744465,0.085493612,-1.53648546,1.56924952,1.2353615,1.73962021,-0.0489030435,-0.0198912469,-0.59294839,0.00897267021
0.69,0.0260310076,-0.0188304038,1.60103506,1.64933614,-1.44995883,1.80386529,0.130984556,-0.0225818795,0.0875833502,-1.53799814,1.56807587,1.23505401,1.74276266,-0.0509206789,-0.0221211009,-0.592196097,0.0089715265
0.695,0.0283179587,-0.0182506035,1.60305453,1.64933614,-1.44905043,1.80510152,0.129251652,-0.0217250091,0.0892183896,-1.54002477,1.56872466,1.23644457,1.74559072,-0.0540007789,-0.0238541838,-0.589688796,0.00897047441
0.7,0.0299754842,-0.0177049651,1.60489989,1.64933614,-1.4483445,1.80645358,0.128047359,-0.021179589,0.0903971544,-1.54090116,1.56641455,1.23451828,1.74810228,-0.0538870736,-0.0253967213,-0.591239124,0.00896951325
0.705,0.0310006357,-0.0171933955,1.60657201,1.64933614,-1.44784335,1.80792413,0.127372325,-0.0209502181,0.0911182573,-1.5422923,1.56592069,1.23427975,1.75029888,-0.0548246554,-0.0264388872,-0.591052023,0.0089686425
0.71,0.0313911715,-0.0167157784,1.60807146,1.64933614,-1.44754855,1.80951548,0.127227012,-0.0210403318,0.0913803431,-1.54363331,1.56561894,1.23402545,1.75218017,-0.0553669801,-0.0270845121,-0.591102885,0.00896786183
0.715,0.0311455596,-0.0162719742,1.60939844,1.64933614,-1.44746091,1.8112295,0.127611687,-0.0214521995,0.09118211,-1.54492881,1.56552033,1.23376578,1.7537466,-0.0555227494,-0.0273321568,-0.591380418,0.00896717107
0.72,0.0302629806,-0.0158618206,1.61055284,1.64933614,-1.4475805,1.81306769,0.128526423,-0.0221869207,0.090522302,-1.54617916,1.56562429,1.23349919,1.7549989,-0.0552910404,-0.0271814837,-0.591886218,0.00896657024
0.725,0.0287433298,-0.0154851321,1.61153419,1.64933614,-1.44790661,1.81503113,0.129971107,-0.0232444224,0.0893997027,-1.54737999,1.5659175,1.23321098,1.75593806,-0.054660329,-0.0266333545,-0.592636203,0.00896605955
0.73,0.026587218,-0.015141701,1.61234168,1.64933614,-1.44843794,1.81712052,0.131945587,-0.024623431,0.0878129219,-1.54855305,1.56646183,1.23296486,1.75656533,-0.05368618,-0.0256840484,-0.593553799,0.00896563938
0.735,0.0237959723,-0.0148312972,1.6129741,1.64933614,-1.44917193,1.81933613,0.134449118,-0.0263215826,0.0857612169,-1.54968445,1.56721691,1.23271706,1.75688255,-0.0523347013,-0.0243368749,-0.594686293,0.00896531034
0.74,0.0203716352,-0.0145536685,1.61342996,1.64933614,-1.45010571,1.82167785,0.137481135,-0.0283352759,0.08324335,-1.55088632,1.56850728,1.23280536,1.75689067,-0.0508923239,-0.0225739468,-0.595635643,0.00896507318
0.745,0.0163169634,-0.0143085407,1.61370743,1.64933614,-1.45123557,1.82414512,0.141040831,-0.0306597608,0.0802582273,-1.5521674,1.57035245,1.23325387,1.75659287,-0.0493769613,-0.020395916,-0.596368535,0.00896492884
0.75,0.011635426,-0.0140956185,1.61380436,1.64933614,-1.45255717,1.826737,0.1451273,-0.0332891133,0.0768046789,-1.5535667,1.57287379,1.23417968,1.75599066,-0.0478956554,-0.0178020477,-0.596739974,0.00896487841
0.755,0.00633120124,-0.0139145849,1.61371829,1.64933614,-1.45406514,1.8294521,0.149739181,-0.0362163216,0.0728819989,-1.55501522,1.57587723,1.23539007,1.75508784,-0.0462783954,-0.0148095426,-0.596970931,0.00896492318
0.76,0.000409172996,-0.0137651024,1.61344648,1.64933614,-1.4557535,1.83228863,0.154875021,-0.0394332205,0.0684894081,-1.55611911,1.57823802,1.23571357,1.75388611,-0.0435545648,-0.0114847115,-0.598424949,0.00896506459
0.765,-0.00612507369,-0.0136468128,1.61298595,1.64933614,-1.4576157,1.83524437,0.160533255,-0.0429305061,0.0636260946,-1.55719299,1.58085994,1.23609076,1.75238929,-0.0405160989,-0.00777919288,-0.599993283,0.00896530418
0.77,-0.0132652579,-0.0135593376,1.61223248,1.64842527,-1.45881311,1.83831858,0.166000853,-0.0468724598,0.0593297248,-1.55823398,1.58373921,1.23651893,1.75060096,-0.0371649708,-0.00369833977,-0.601670483,0.0089656962
0.775,-0.0210044091,-0.0135022784,1.61095145,1.64455114,-1.45747722,1.84150432,0.169665835,-0.0516668247,0.0579338524,-1.55903125,1.58627375,1.23637433,1.74852476,-0.0329915728,0.000727789448,-0.60417663,0.0089663628
0.78,-0.0293348736,-0.0134752176,1.61043892,1.64933614,-1.464169,1.84479807,0.180622494,-0.0549954088,0.0462069485,-1.5599389,1.58948678,1.23672099,1.74616535,-0.0288808082,0.00553804237,-0.606257388,0.00896662953
0.785,-0.0382483225,-0.0134777181,1.60918951,1.64933614,-1.46664683,1.84819975,0.188349054,-0.0594996927,0.0394570309,-1.56089955,1.59321999,1.23739728,1.74352718,-0.0247004545,0.010714179,-0.608092192,0.00896727982
0.79,-0.0477357599,-0.0135093246,1.60773367,1.64933614,-1.46925553,1.85170302,0.196586041,-0.0642218625,0.0322355855,-1.56188713,1.59740529,1.23833372,1.74061504,-0.0203974669,0.0162433018,-0.609752162,0.00896803768
0.795,-0.0577875322,-0.0135695632,1.60606754,1.64933614,-1.47198488,1.85530306,0.205330277,-0.069146347,0.0245430699,-1.56282831,1.60183556,1.23932365,1.73743436,-0.0158021204,0.0221094945,-0.611468338,0.00896890518
0.8,-0.0683933376,-0.0136579422,1.60418724,1.64933614,-1.47482357,1.85899463,0.214577738,-0.0742567795,0.016380991,-1.56359911,1.60615761,1.23999634,1.7339901,-0.0106272239,0.0282989041,-0.613660793,0.00896988441
0.805,-0.0795422373,-0.0137739526,1.60208898,1.64933614,-1.47776058,1.86277204,0.224324628,-0.0795357092,0.00775036617,-1.56395646,1.60966758,1.23961806,1.73028782,-0.0042988,0.0348052827,-0.61716855,0.00897097741
0.81,-0.0912226662,-0.0139170685,1.59976901,1.64933614,-1.48078383,1.86662918,0.234566217,-0.0849649832,-0.00134660976,-1.56395414,1.61252766,1.23836129,1.72633541,0.00302852732,0.041642197,-0.621773001,0.00897218622
0.815,-0.103422445,-0.0140867476,1.59722371,1.64933614,-1.48388102,1.87055955,0.245297399,-0.090525617,-0.0109073687,-1.56554382,1.62041826,1.2421834,1.72213777,0.00664528745,0.0487636959,-0.620563295,0.0089735128
0.82,-0.116128795,-0.0142824314,1.59444968,1.64933614,-1.48703942,1.87455623,0.256512492,-0.0961978969,-0.0209286889,-1.56605597,1.62558013,1.24295896,1.7177022,0.012973541,0.0561839939,-0.622944667,0.00897495904
0.825,-0.129328346,-0.0145035462,1.59144376,1.64933614,-1.49024622,1.8786119,0.26820544,-0.101961347,-0.0314069804,-1.56649339,1.63093389,1.24375311,1.71303591,0.0195808575,0.0638857881,-0.625352054,0.00897652669
0.83,-0.143007158,-0.0147495033,1.58791176,1.64564771,-1.4902455,1.88272071,0.277405402,-0.108963454,-0.0382345346,-1.56685221,1.63647179,1.24456321,1.70814641,0.0264632221,0.071857741,-0.627776784,0.00897836934
0.835,-0.15715073,-0.0150196994,1.58472493,1.64933614,-1.4967513,1.8868691,0.292996245,-0.11367728,-0.053714706,-1.56712867,1.64218586,1.24538675,1.70304151,0.0336164665,0.080088128,-0.630210151,0.0089800325
0.84,-0.171744017,-0.0153135175,1.5810073,1.64933614,-1.50002228,1.89105419,0.306078038,-0.119586229,-0.0655322591,-1.56697941,1.64706297,1.24515549,1.69772932,0.041841993,0.0886153045,-0.633864598,0.00898197335
0.845,-0.186771447,-0.015630327,1.57704841,1.64933614,-1.50328685,1.89526545,0.319605101,-0.125499597,-0.0777824083,-1.56579999,1.64933614,1.24198363,1.69221827,0.0525237756,0.0975682211,-0.64087226,0.00898404093
0.85,-0.202216936,-0.0159694846,1.57284703,1.64933614,-1.50653135,1.89949386,0.333567517,-0.131394663,-0.0904570482,-1.56367482,1.64933614,1.23618641,1.68651712,0.0653548855,0.1070183,-0.650827217,0.008986236
0.855,-0.218063909,-0.0163303349,1.56840246,1.64933614,-1.50974157,1.90373016,0.34795391,-0.137248764,-0.103546263,-1.56136736,1.64933614,1.23017604,1.68063485,0.0784971566,0.11685151,-0.66094919,0.00898855902
0.86,-0.234295311,-0.0167122104,1.5637146,1.64933614,-1.51290359,1.90796485,0.362752101,-0.143039091,-0.117039242,-1.55887413,1.64933614,1.22395382,1.67458072,0.0919354266,0.127065812,-0.671220881,0.00899101015
0.865,-0.250893631,-0.0171144329,1.55878396,1.64933614,-1.51600355,1.91218823,0.37794878,-0.148742927,-0.130923836,-1.55619212,1.64933614,1.21752191,1.66836426,0.105654115,0.137658392,-0.681624461,0.00899358922
0.87,-0.267840919,-0.0175363133,1.55361173,1.64933614,-1.51902762,1.91639044,0.393529358,-0.154337826,-0.145186384,-1.55331851,1.64933614,1.21088252,1.66199521,0.119637896,0.148625706,-0.692142613,0.00899629568
0.875,-0.285118803,-0.0179771528,1.54819981,1.64933614,-1.52196223,1.92056149,0.409478079,-0.159801668,-0.159811878,-1.55025088,1.64933614,1.20403844,1.65548355,0.133871332,0.159963405,-0.702757954,0.00899912861
0.88,-0.302708513,-0.018436243,1.54255084,1.64933614,-1.52479416,1.9246913,0.425778022,-0.165112771,-0.174783969,-1.54698723,1.64933614,1.19699287,1.64883943,0.148339016,0.171666323,-0.71345327,0.00900208669
0.885,-0.320590898,-0.0189128671,1.53666823,1.64933614,-1.52751053,1.92876978,0.442410945,-0.170250096,-0.190084786,-1.54352596,1.64933614,1.1897495,1.64207321,0.163025604,0.183728457,-0.72421155,0.00900516816
0.89,-0.338746449,-0.0194062997,1.53055619,1.64933614,-1.53009883,1.93278681,0.459357317,-0.175193368,-0.205694976,-1.53986592,1.64933614,1.18231248,1.63519537,0.177915826,0.196142948,-0.735016025,0.00900837083
0.895,-0.357155316,-0.0199158081,1.52421973,1.64933614,-1.53254709,1.93673237,0.476596307,-0.179923223,-0.221593716,-1.53600645,1.64933614,1.17468643,1.62821654,0.192994515,0.208902067,-0.7458502,0.00901139539
0.9,-0.375797333,-0.0204406528,1.51766469,1.64933614,-1.53484388,1.94059651,0.494105801,-0.184421348,-0.237758732,-1.53194737,1.64933614,1.16687644,1.62114744,0.208246614,0.221997204,-0.756697883,0.00899724163
0.905,-0.394652041,-0.0209800877,1.51089773,1.64933614,-1.53697837,1.94436947,0.511862426,-0.188670624,-0.254166341,-1.5276891,1.64933614,1.1588883,1.61399886,0.223657078,0.235418819,-0.767543017,0.00898263987
0.91,-0.413698704,-0.0215333613,1.50392635,1.64933614,-1.53894048,1.94804166,0.529841595,-0.192655258,-0.270791516,-1.52323243,1.64933614,1.15072773,1.60678166,0.239211347,0.249156604,-0.778370486,0.00896760791
0.915,-0.432916339,-0.0220997168,1.49675887,1.64933614,-1.54072084,1.95160381,0.548017567,-0.196360917,-0.287607961,-1.51857888,1.64933614,1.14240151,1.5995067,0.254894646,0.26319923,-0.789164947,0.00895216537
0.92,-0.452283733,-0.0226783932,1.4894044,1.64933614,-1.54231095,1.95504692,0.566363526,-0.19977484,-0.304588218,-1.51373051,1.64933614,1.13391675,1.59218486,0.270692466,0.277534515,-0.799911648,0.00893633371
0.925,-0.471779469,-0.0232686256,1.48187284,1.64933614,-1.54370317,1.95836239,0.584851679,-0.202885951,-0.321703783,-1.50869,1.64933614,1.12528104,1.58482694,0.286590442,0.292149385,-0.810596233,0.00892013619
0.93,-0.491381946,-0.0238696459,1.47417484,1.64933614,-1.54489081,1.96154202,0.603453369,-0.205684946,-0.338925246,-1.5034606,1.64933614,1.11650248,1.57744371,0.302574353,0.307029885,-0.821204756,0.0089035977
0.935,-0.511069407,-0.0244806837,1.46632179,1.64933614,-1.54586832,1.9645781,0.622139358,-0.208164249,-0.35622263,-1.49804623,1.64933614,1.10758967,1.57004583,0.318630118,0.322161183,-0.831723684,0.00888674478
0.94,-0.530819959,-0.0251009665,1.4583257,1.64933614,-1.54663074,1.96746344,0.640879346,-0.210318579,-0.373564818,-1.49245142,1.64933614,1.09855169,1.56264384,0.334743787,0.337527584,-0.842139906,0.0088696054
0.945,-0.550611598,-0.0257297207,1.45019926,1.64933614,-1.54717465,1.97019141,0.659643068,-0.212144226,-0.390920857,-1.48668135,1.64933614,1.08939811,1.55524811,0.350901535,0.353112549,-0.852440732,0.0088522089
0.95,-0.570422232,-0.0263661721,1.44195572,1.64933614,-1.54749758,1.972756,0.678399825,-0.21363958,-0.408259391,-1.48074186,1.64933614,1.08013896,1.54786884,0.367089649,0.368898703,-0.862613893,0.00883458583
0.955,-0.590229705,-0.0270095463,1.43360882,1.64933614,-1.54759823,1.97515185,0.697118815,-0.214805007,-0.42554905,-1.47463941,1.64933614,1.07078476,1.54051603,0.38329452,0.384867865,-0.872647543,0.0088167678
0.96,-0.610011824,-0.02765907,1.42508638,1.64580369,-1.54459609,1.97737626,0.712990269,-0.218296218,-0.439625991,-1.46838111,1.64933614,1.06134645,1.53319941,0.399502626,0.401001065,-0.882530253,0.00877247297
0.965,-0.629746379,-0.0283139709,1.41657964,1.64599448,-1.54441297,1.97942135,0.731706885,-0.218720855,-0.456942045,-1.46197475,1.64933614,1.05183541,1.52592848,0.41570052,0.417278568,-0.892251014,0.0087557859
0.97,-0.649411168,-0.0289734786,1.40801286,1.64619294,-1.54401597,1.98128587,0.750299233,-0.218814935,-0.474118888,-1.45542861,1.64933614,1.04226322,1.51871242,0.431874907,0.433679984,-0.901799417,0.00873905892
0.975,-0.668984021,-0.0296368255,1.3994013,1.64639757,-1.54340723,1.98296739,0.768736341,-0.218587309,-0.491125142,-1.44875189,1.64933614,1.03264247,1.51156012,0.448012252,0.450183989,-0.911164905,0.00872231525
0.98,-0.688442828,-0.030303247,1.39076022,1.64660019,-1.54258466,1.98446428,0.786982906,-0.218054035,-0.507924946,-1.44195412,1.64933614,1.02298551,1.50448012,0.464099327,0.466768809,-0.920337885,0.00870552923
0.985,-0.707765556,-0.0309719824,1.38210546,1.64681093,-1.54156216,1.98577569,0.805018649,-0.217218144,-0.524498914,-1.43504545,1.64933614,1.01330506,1.49748064,0.480122903,0.483412048,-0.929309168,0.0086888099
0.99,-0.726930279,-0.0316422755,1.37345245,1.6470227,-1.54034073,1.98690159,0.822811081,-0.216097999,-0.54081456,-1.42803683,1.64933614,1.00361472,1.49056949,0.496069481,0.500090465,-0.938069442,0.00867213935
0.995,-0.745915197,-0.0323133748,1.36481669,1.64723373,-1.53892676,1.98784275,0.840333005,-0.214709161,-0.556845357,-1.42093953,1.64933614,0.993927827,1.48375412,0.511925786,0.516780502,-0.946610327,0.00865553834
1,-0.764698662,-0.0329845349,1.35621358,1.64744223,-1.53732765,1.98860075,0.857558529,-0.213068442,-0.572566375,-1.41376532,1.64933614,0.984257975,1.47704157,0.527678492,0.533458103,-0.954923875,0.00863902716
1.005,-0.783259203,-0.0336550164,1.34765834,1.64764649,-1.53555178,1.98917795,0.874463169,-0.211193717,-0.58795438,-1.40652676,1.64933614,0.974619568,1.47043848,0.543313949,0.550098474,-0.963002006,0.00862262569
1.01,-0.801575545,-0.0343240867,1.33916594,1.64784487,-1.53360846,1.98957751,0.891023932,-0.209103726,-0.602987917,-1.3992365,1.64933614,0.965026458,1.46395108,0.55881874,0.566676766,-0.970837798,0.00860635356
1.015,-0.819626635,-0.0349910207,1.33075163,1.6480507,-1.53151993,1.9898033,0.907230282,-0.206804439,-0.617658088,-1.39190789,1.64933614,0.955493241,1.45758515,0.574179086,0.583167487,-0.978424218,0.00859034065
1.02,-0.837391664,-0.0356551013,1.32242865,1.64823383,-1.52927406,1.98985996,0.923041245,-0.204341503,-0.631926145,-1.38455468,1.64933614,0.946034629,1.45134608,0.58938108,0.599544839,-0.98575472,0.00857439305
1.025,-0.85485009,-0.0363156201,1.31421144,1.64840678,-1.52689382,1.98975279,0.938448739,-0.201722826,-0.645786291,-1.37719073,1.64933614,0.936664909,1.44523883,0.604410865,0.615783039,-0.992823726,0.00855863211
1.03,-0.871981657,-0.0369718777,1.30611353,1.64856842,-1.52439171,1.98948775,0.953436123,-0.198968715,-0.659224389,-1.36983045,1.64933614,0.927398976,1.43926791,0.619254172,0.631855833,-0.999625646,0.0085430769
1.035,-0.87266,-0.0376231843,1.3043408,1.64845747,-1.52443106,1.98692366,0.953658805,-0.198252844,-0.65880099,-1.3675522,1.64933614,0.926954214,1.43653279,0.62139939,0.633283383,-0.999303928,0.00853860223
1.04,-0.87266,-0.0382688606,1.30284135,1.64833614,-1.52457651,1.98428698,0.953279079,-0.197628529,-0.657815918,-1.36550125,1.64933614,0.926870161,1.43394533,0.623010523,0.634101935,-0.998692738,0.0085346182
1.045,-0.87266,-0.0389082379,1.30135614,1.64821566,-1.52471952,1.98167336,0.952903412,-0.197008943,-0.656838731,-1.36346851,1.64933614,0.926781749,1.43137679,0.624610635,0.634916887,-0.998083837,0.00853067248
1.05,-0.87266,-0.039540659,1.29988669,1.64809616,-1.52485997,1.97908556,0.952532176,-0.196394766,-0.655870488,-1.36145603,1.64933614,0.926689003,1.42883,0.626198069,0.635727381,-0.997478119,0.00852676916
1.055,-0.87266,-0.0401654783,1.29843452,1.64797794,-1.52499788,1.9765263,0.952165845,-0.19578653,-0.654912333,-1.35946607,1.64933614,0.926592506,1.42630773,0.627770967,0.636532264,-0.996875983,0.00852291332
1.06,-0.87266,-0.0407820626,1.29700109,1.64786082,-1.52513291,1.97399826,0.951804558,-0.19518518,-0.653965098,-1.3575006,1.64933614,0.926492328,1.42381275,0.629327689,0.637330672,-0.996278323,0.00851910667
1.065,-0.87266,-0.0413897918,1.29558786,1.64774508,-1.52526506,1.97150408,0.951448772,-0.194591236,-0.653029901,-1.35556164,1.64933614,0.926388731,1.42134778,0.630866541,0.638121646,-0.99568587,0.00851535416
1.07,-0.87266,-0.0419880587,1.29419624,1.64763085,-1.52539426,1.96904636,0.951098824,-0.194005347,-0.652107743,-1.35365119,1.64933614,0.926281996,1.41891553,0.63238584,0.638904232,-0.995099355,0.00851165954
1.075,-0.87266,-0.0425762701,1.29282764,1.64751825,-1.52552041,1.96662763,0.950755045,-0.193428151,-0.651199611,-1.35177111,1.64933614,0.926172235,1.41651866,0.633883993,0.639677575,-0.994519676,0.0085080265
